speech_path,speaker,text,emotion,split
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_join_angry.wav,OAF,join,angry,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_keen_angry.wav,OAF,keen,angry,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_kick_angry.wav,OAF,kick,angry,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_king_angry.wav,OAF,king,angry,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_lid_angry.wav,OAF,lid,angry,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_live_angry.wav,OAF,live,angry,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_love_angry.wav,OAF,love,angry,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_match_angry.wav,OAF,match,angry,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_mess_angry.wav,OAF,mess,angry,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_phone_angry.wav,OAF,phone,angry,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_pick_angry.wav,OAF,pick,angry,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_puff_angry.wav,OAF,puff,angry,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_rain_angry.wav,OAF,rain,angry,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_rush_angry.wav,OAF,rush,angry,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_said_angry.wav,OAF,said,angry,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_soup_angry.wav,OAF,soup,angry,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_such_angry.wav,OAF,such,angry,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_take_angry.wav,OAF,take,angry,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_thin_angry.wav,OAF,thin,angry,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_tire_angry.wav,OAF,tire,angry,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_vine_angry.wav,OAF,vine,angry,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_which_angry.wav,OAF,which,angry,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_white_angry.wav,OAF,white,angry,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_young_angry.wav,OAF,young,angry,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_book_angry.wav,YAF,book,angry,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_calm_angry.wav,YAF,calm,angry,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_chair_angry.wav,YAF,chair,angry,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_dead_angry.wav,YAF,dead,angry,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_death_angry.wav,YAF,death,angry,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_dime_angry.wav,YAF,dime,angry,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_fat_angry.wav,YAF,fat,angry,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_food_angry.wav,YAF,food,angry,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_gap_angry.wav,YAF,gap,angry,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_gaze_angry.wav,YAF,gaze,angry,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_get_angry.wav,YAF,get,angry,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_gin_angry.wav,YAF,gin,angry,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_good_angry.wav,YAF,good,angry,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_gun_angry.wav,YAF,gun,angry,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_hate_angry.wav,YAF,hate,angry,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_haze_angry.wav,YAF,haze,angry,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_juice_angry.wav,YAF,juice,angry,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_late_angry.wav,YAF,late,angry,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_lease_angry.wav,YAF,lease,angry,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_loaf_angry.wav,YAF,loaf,angry,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_lose_angry.wav,YAF,lose,angry,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_moon_angry.wav,YAF,moon,angry,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_phone_angry.wav,YAF,phone,angry,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_pool_angry.wav,YAF,pool,angry,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_raise_angry.wav,YAF,raise,angry,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_reach_angry.wav,YAF,reach,angry,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_red_angry.wav,YAF,red,angry,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_road_angry.wav,YAF,road,angry,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_sail_angry.wav,YAF,sail,angry,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_seize_angry.wav,YAF,seize,angry,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_shack_angry.wav,YAF,shack,angry,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_shawl_angry.wav,YAF,shawl,angry,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_should_angry.wav,YAF,should,angry,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_take_angry.wav,YAF,take,angry,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_team_angry.wav,YAF,team,angry,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_thumb_angry.wav,YAF,thumb,angry,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_tip_angry.wav,YAF,tip,angry,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_vine_angry.wav,YAF,vine,angry,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_walk_angry.wav,YAF,walk,angry,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_wash_angry.wav,YAF,wash,angry,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_disgust\OAF_book_disgust.wav,OAF,book,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_disgust\OAF_calm_disgust.wav,OAF,calm,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_disgust\OAF_cool_disgust.wav,OAF,cool,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_disgust\OAF_deep_disgust.wav,OAF,deep,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_disgust\OAF_dime_disgust.wav,OAF,dime,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_disgust\OAF_door_disgust.wav,OAF,door,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_disgust\OAF_gaze_disgust.wav,OAF,gaze,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_disgust\OAF_good_disgust.wav,OAF,good,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_disgust\OAF_hurl_disgust.wav,OAF,hurl,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_disgust\OAF_jar_disgust.wav,OAF,jar,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_disgust\OAF_juice_disgust.wav,OAF,juice,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_disgust\OAF_keg_disgust.wav,OAF,keg,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_disgust\OAF_king_disgust.wav,OAF,king,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_disgust\OAF_kite_disgust.wav,OAF,kite,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_disgust\OAF_late_disgust.wav,OAF,late,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_disgust\OAF_limb_disgust.wav,OAF,limb,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_disgust\OAF_lose_disgust.wav,OAF,lose,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_disgust\OAF_love_disgust.wav,OAF,love,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_disgust\OAF_luck_disgust.wav,OAF,luck,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_disgust\OAF_mill_disgust.wav,OAF,mill,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_disgust\OAF_moon_disgust.wav,OAF,moon,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_disgust\OAF_peg_disgust.wav,OAF,peg,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_disgust\OAF_raise_disgust.wav,OAF,raise,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_disgust\OAF_said_disgust.wav,OAF,said,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_disgust\OAF_such_disgust.wav,OAF,such,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_disgust\OAF_talk_disgust.wav,OAF,talk,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_disgust\OAF_tire_disgust.wav,OAF,tire,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_disgust\OAF_tool_disgust.wav,OAF,tool,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_disgust\OAF_vine_disgust.wav,OAF,vine,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_disgust\OAF_void_disgust.wav,OAF,void,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_disgust\OAF_walk_disgust.wav,OAF,walk,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_disgust\OAF_week_disgust.wav,OAF,week,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_disgust\OAF_wheat_disgust.wav,OAF,wheat,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_disgust\OAF_which_disgust.wav,OAF,which,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_disgust\YAF_bar_disgust.wav,YAF,bar,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_disgust\YAF_bath_disgust.wav,YAF,bath,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_disgust\YAF_cab_disgust.wav,YAF,cab,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_disgust\YAF_came_disgust.wav,YAF,came,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_disgust\YAF_chat_disgust.wav,YAF,chat,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_disgust\YAF_cool_disgust.wav,YAF,cool,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_disgust\YAF_dab_disgust.wav,YAF,dab,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_disgust\YAF_dip_disgust.wav,YAF,dip,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_disgust\YAF_dog_disgust.wav,YAF,dog,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_disgust\YAF_fail_disgust.wav,YAF,fail,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_disgust\YAF_get_disgust.wav,YAF,get,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_disgust\YAF_gun_disgust.wav,YAF,gun,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_disgust\YAF_half_disgust.wav,YAF,half,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_disgust\YAF_hall_disgust.wav,YAF,hall,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_disgust\YAF_hash_disgust.wav,YAF,hash,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_disgust\YAF_hate_disgust.wav,YAF,hate,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_disgust\YAF_hurl_disgust.wav,YAF,hurl,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_disgust\YAF_hush_disgust.wav,YAF,hush,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_disgust\YAF_join_disgust.wav,YAF,join,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_disgust\YAF_judge_disgust.wav,YAF,judge,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_disgust\YAF_jug_disgust.wav,YAF,jug,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_disgust\YAF_keen_disgust.wav,YAF,keen,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_disgust\YAF_keep_disgust.wav,YAF,keep,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_disgust\YAF_king_disgust.wav,YAF,king,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_disgust\YAF_long_disgust.wav,YAF,long,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_disgust\YAF_lore_disgust.wav,YAF,lore,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_disgust\YAF_make_disgust.wav,YAF,make,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_disgust\YAF_mess_disgust.wav,YAF,mess,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_disgust\YAF_mop_disgust.wav,YAF,mop,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_disgust\YAF_nag_disgust.wav,YAF,nag,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_disgust\YAF_neat_disgust.wav,YAF,neat,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_disgust\YAF_nice_disgust.wav,YAF,nice,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_disgust\YAF_pad_disgust.wav,YAF,pad,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_disgust\YAF_pass_disgust.wav,YAF,pass,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_disgust\YAF_peg_disgust.wav,YAF,peg,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_disgust\YAF_seize_disgust.wav,YAF,seize,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_disgust\YAF_talk_disgust.wav,YAF,talk,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_disgust\YAF_thought_disgust.wav,YAF,thought,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_disgust\YAF_tough_disgust.wav,YAF,tough,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_disgust\YAF_wag_disgust.wav,YAF,wag,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_disgust\YAF_wash_disgust.wav,YAF,wash,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_disgust\YAF_white_disgust.wav,YAF,white,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_disgust\YAF_wife_disgust.wav,YAF,wife,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_disgust\YAF_yearn_disgust.wav,YAF,yearn,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_disgust\YAF_yes_disgust.wav,YAF,yes,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_disgust\YAF_young_disgust.wav,YAF,young,disgust,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_Fear\OAF_base_fear.wav,OAF,base,fear,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_Fear\OAF_bean_fear.wav,OAF,bean,fear,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_Fear\OAF_burn_fear.wav,OAF,burn,fear,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_Fear\OAF_cab_fear.wav,OAF,cab,fear,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_Fear\OAF_came_fear.wav,OAF,came,fear,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_Fear\OAF_cheek_fear.wav,OAF,cheek,fear,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_Fear\OAF_dab_fear.wav,OAF,dab,fear,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_Fear\OAF_death_fear.wav,OAF,death,fear,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_Fear\OAF_ditch_fear.wav,OAF,ditch,fear,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_Fear\OAF_gas_fear.wav,OAF,gas,fear,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_Fear\OAF_half_fear.wav,OAF,half,fear,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_Fear\OAF_hall_fear.wav,OAF,hall,fear,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_Fear\OAF_hash_fear.wav,OAF,hash,fear,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_Fear\OAF_haze_fear.wav,OAF,haze,fear,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_Fear\OAF_home_fear.wav,OAF,home,fear,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_Fear\OAF_jail_fear.wav,OAF,jail,fear,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_Fear\OAF_jar_fear.wav,OAF,jar,fear,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_Fear\OAF_keen_fear.wav,OAF,keen,fear,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_Fear\OAF_laud_fear.wav,OAF,laud,fear,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_Fear\OAF_learn_fear.wav,OAF,learn,fear,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_Fear\OAF_life_fear.wav,OAF,life,fear,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_Fear\OAF_limb_fear.wav,OAF,limb,fear,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_Fear\OAF_long_fear.wav,OAF,long,fear,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_Fear\OAF_make_fear.wav,OAF,make,fear,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_Fear\OAF_mouse_fear.wav,OAF,mouse,fear,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_Fear\OAF_name_fear.wav,OAF,name,fear,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_Fear\OAF_numb_fear.wav,OAF,numb,fear,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_Fear\OAF_perch_fear.wav,OAF,perch,fear,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_Fear\OAF_read_fear.wav,OAF,read,fear,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_Fear\OAF_ripe_fear.wav,OAF,ripe,fear,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_Fear\OAF_sell_fear.wav,OAF,sell,fear,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_Fear\OAF_sour_fear.wav,OAF,sour,fear,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_Fear\OAF_take_fear.wav,OAF,take,fear,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_Fear\OAF_tell_fear.wav,OAF,tell,fear,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_Fear\OAF_third_fear.wav,OAF,third,fear,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_Fear\OAF_time_fear.wav,OAF,time,fear,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_Fear\OAF_void_fear.wav,OAF,void,fear,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_Fear\OAF_wash_fear.wav,OAF,wash,fear,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_Fear\OAF_white_fear.wav,OAF,white,fear,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_Fear\OAF_yearn_fear.wav,OAF,yearn,fear,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_fear\YAF_back_fear.wav,YAF,back,fear,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_fear\YAF_check_fear.wav,YAF,check,fear,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_fear\YAF_cheek_fear.wav,YAF,cheek,fear,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_fear\YAF_door_fear.wav,YAF,door,fear,test
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_fear\YAF_fall_fear.wav,YAF,fall,fear,test
